OID,Objektnamn,NO_Askeladden,Count,NAVN,askeladdenid,LokalitetsID,X,Y,LONG,LAT
302,Vingeneset 16:,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
303,Vingeneset 16:16b,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
304,Vingeneset 16:16a,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
305,Vingeneset 16: ,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
306,Vingeneset 16:2c,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
307,Vingeneset 16:3b,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
308,Vingeneset 16:4e,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
309,Vingeneset 16:4d,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
310,Vingeneset 16:4c,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
311,Vingeneset 16:4a,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
312,Vingeneset 16:4,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
313,Vingeneset 16:5b,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
314,Vingeneset 16:6a,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
315,Vingeneset 16:7b,146782,1,Vingen Vingeneset 7,146782-7,146782,-9680.6,6893639.9,5.29646531632,61.8319544211
316,Vingeneset 16:9g,146782,1,Vingen Vingeneset,146782,146782,-9585.49359378,6893579.8999,5.29841458552,61.8315503641
317,Kalnes 1,147294,6,Kalnes 1,147294-1,147294-1,274997.499149999,6581860.86715999,11.0459459947,59.3154641523999
318,Leiknes I,16929,3,Leiknes 1,16929-1,16929,543683.99055,7569975.60094,16.0559324,68.2398133
319,Hjemmeluft Bergbukten,18427_1,2,Bergbukten 1,18427-1,18427,812110.53445,7781146.97236,23.1778962632999,69.9489403941999
320,Hjemmeluft Bergbukten,18427-1,1,Bergbukten 1,18427-1,18427,812110.53445,7781146.97236,23.1778962632999,69.9489403941999
321,Hjemmeluft Bergbukten,18427_2,1,Bergbukten 2,18427-2,18427,812121.94385,7781164.76322,23.1782535323999,69.9490846353999
322,Hjemmeluft Bergbukten 3A,18427_3A,1,Bergbukten 3A,18427-3,18427,812135.106299999,7781154.64766,23.1785586927,69.9489790761
323,Hjemmeluft Bergbukten,18427-4,1,Bergbukten 3B,18427-4,18427,812147.7902,7781149.96841999,23.1788704573,69.9489223429
